Type,Latitude,Longitude,Report Location
Seal Attack,47.59012,-122.3753467,"(47.5796546194824, -122.371340424975)"
Seal Attack,47.6058,-122.3515596,"(47.5780087267755, -122.353262769194)"
Seal Attack,47.6,-122.3566481,"(47.6023221144351, -122.375743237818)"
Seal Attack,47.6157,-122.3607747,"(47.5737208868067, -122.397192281711)"
Seal Attack,47.59,-122.3781256,"(47.5885980615048, -122.373933492217)"
Seal Attack,47.6,-122.3720201,"(47.6025552984263, -122.386409052526)"
Seal Attack,47.6158,-122.3603429,"(47.5792223231256, -122.371838941779)"
Seal Attack,47.617,-122.3606299,"(47.5845089518789, -122.398988742512)"
Seal Attack,47.629,-122.3538538,"(47.5752473845257, -122.375349694614)"
Seal Attack,47.621,-122.3544514,"(47.5805478756651, -122.395682961424)"
Seal Attack,47.58907,-122.3604351,"(47.5801282636115, -122.364095345701)"
Seal Attack,47.59,-122.3660506,"(47.5899965653014, -122.363718552249)"
Seal Attack,47.619,-122.407,"(47.5710579237872, -122.398084137753)"
Seal Attack,47.61,-122.3539145,"(47.6089375319039, -122.35568710687)"
Seal Attack,47.59,-122.3776609,"(47.5946857730345, -122.356345614445)"
Seal Attack,47.6008,-122.3667351,"(47.5836212980771, -122.35591241054)"
Seal Attack,47.6,-122.354637,"(47.603478973261, -122.377756010694)"
Seal Attack,47.6257,-122.3870807,"(47.5713989959467, -122.381358107152)"
Seal Attack,47.59,-122.371395,"(47.5940641460536, -122.35156872346)"
Seal Attack,47.6157,-122.3712188,"(47.5745595100253, -122.365280960587)"
Seal Attack,47.611,-122.3501169,"(47.5758862409899, -122.364555450913)"
Seal Attack,47.59,-122.3785152,"(47.5907337217377, -122.364155813508)"
Seal Attack,47.6,-122.3626357,"(47.5991900509229, -122.377605478632)"
Seal Attack,47.617,-122.378172,"(47.5846822973768, -122.377904981921)"
Seal Attack,47.58,-122.4156616,"(47.5833110879179, -122.397268864846)"
Seal Attack,47.6057,-122.3755183,"(47.5712986440157, -122.365031066363)"
Seal Attack,47.6,-122.3699577,"(47.6034305697679, -122.365400001857)"
Seal Attack,47.6,-122.3617428,"(47.6028829521458, -122.382478889463)"
Seal Attack,47.58,-122.414357,"(47.5766738263951, -122.3973472655)"
Seal Attack,47.6,-122.3628213,"(47.6032532241782, -122.371937468582)"
Seal Attack,47.59,-122.3765553,"(47.5873657535661, -122.359456011383)"
Seal Attack,47.59,-122.3779334,"(47.5868007670883, -122.362493789445)"
Seal Attack,47.58,-122.4224933,"(47.5818540062256, -122.350092396232)"
Seal Attack,47.59,-122.3647013,"(47.5860364126717, -122.376756014978)"
Seal Attack,47.59,-122.3509959,"(47.5910397641471, -122.357537873193)"
Seal Attack,47.59,-122.3659851,"(47.5855179524439, -122.380513875646)"
Seal Attack,47.58,-122.42155,"(47.5833115926764, -122.366258615844)"
Seal Attack,47.6023,-122.3771554,"(47.5749595689, -122.371496698252)"
Seal Attack,47.59,-122.3613305,"(47.5864280367779, -122.37284651184)"
Seal Attack,47.58,-122.4036368,"(47.5758285954598, -122.384467159372)"
Seal Attack,47.59,-122.3799192,"(47.5884319540113, -122.362973855023)"
Seal Attack,47.5923,-122.3682932,"(47.5721823584898, -122.353365024043)"
Seal Attack,47.59,-122.3598014,"(47.5929886281497, -122.392608883944)"
Seal Attack,47.59,-122.359508,"(47.5913863543502, -122.3631301995)"
Seal Attack,47.6,-122.3798981,"(47.598124154702, -122.390877330992)"
Seal Attack,47.59,-122.3576331,"(47.5862421107959, -122.398743934681)"
Seal Attack,47.6,-122.3517728,"(47.603739791058, -122.398529023653)"
Seal Attack,47.61,-122.3622717,"(47.6097039600105, -122.38164031888)"
Seal Attack,47.5821,-122.4126014,"(47.5744879917595, -122.393443530421)"
Seal Attack,47.58,-122.411367,"(47.57592884452, -122.377493857354)"
Seal Attack,47.61,-122.3508431,"(47.6059229865476, -122.373646710803)"
Seal Attack,47.6,-122.372675,"(47.5980646472409, -122.39866957571)"
Seal Attack,47.59,-122.3681705,"(47.5912939767073, -122.36538357351)"
Seal Attack,47.59,-122.3616123,"(47.5872326579041, -122.384938760246)"
Seal Attack,47.5839,-122.4022303,"(47.578485093726, -122.366379954451)"
Seal Attack,47.5871,-122.4259675,"(47.5795543827194, -122.398954143703)"
Seal Attack,47.59,-122.3676108,"(47.5940766033066, -122.371261191829)"
Seal Attack,47.6,-122.3641515,"(47.5988744504573, -122.350278711369)"
Seal Attack,47.6,-122.3750143,"(47.5994946914629, -122.393501906216)"
Seal Attack,47.6,-122.3519481,"(47.5977135390967, -122.356108628629)"
Seal Attack,47.58605,-122.4386255,"(47.5813951032773, -122.360243087513)"
Seal Attack,47.61,-122.352094,"(47.6072344567457, -122.389965082195)"
Seal Attack,47.59,-122.365561,"(47.585170447005, -122.364624525827)"
Seal Attack,47.6,-122.3632578,"(47.5952760116857, -122.375355045877)"
Seal Attack,47.6,-122.3615814,"(47.5986602893748, -122.373583221944)"
Seal Attack,47.6107,-122.3716467,"(47.5746098786711, -122.369437532685)"
Seal Attack,47.6,-122.3637258,"(47.6012490171942, -122.355327791053)"
Seal Attack,47.6,-122.3655385,"(47.5989348567915, -122.386267563737)"
Seal Attack,47.5871,-122.44427,"(47.5815237704914, -122.372063895927)"
Seal Attack,47.5877,-122.4186351,"(47.5763326667125, -122.394634816053)"
Seal Attack,47.6,-122.3794632,"(47.6012491117075, -122.352494446061)"
Seal Attack,47.6,-122.3534219,"(47.5964094820512, -122.374547856058)"
Seal Attack,47.6,-122.3539419,"(47.6027390854318, -122.384886359999)"
Seal Attack,47.61,-122.3730752,"(47.6098121652091, -122.351614659555)"
Seal Attack,47.60022,-122.3704239,"(47.5710850474414, -122.364325503371)"
Seal Attack,47.61,-122.3585653,"(47.6087206284334, -122.376515345128)"
Seal Attack,47.6,-122.3576866,"(47.6005478556593, -122.384348533395)"
Seal Attack,47.5878,-122.4116252,"(47.5763082020331, -122.36812137844)"
Seal Attack,47.5891,-122.4219,"(47.5803949885849, -122.359859424757)"
Seal Attack,47.59,-122.3764948,"(47.5890338500093, -122.378018007636)"
Seal Attack,47.6128,-122.3732115,"(47.5728901259995, -122.355987096882)"
Seal Attack,47.61,-122.3619274,"(47.608958904841, -122.388274687981)"
Seal Attack,47.6,-122.3504868,"(47.6041100663205, -122.377337083509)"
